,X,Y,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
121258,-118.22666667,36.21388889,121259,122471,FS-347527,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,68,,,CAMP,,,,,,1999,1999-09-28 17:00:00.0000000,272,14:00:00.0000000,4,Campfire,1999-09-30 00:00:00.0000000,273.0,08:00:00.0000000,0.1,A,36.21388889,-118.22666667,14,MISSING/NOT SPECIFIED,CA,107.0,107.0,Tulare
121259,-118.91916667,37.73361111,121260,122472,FS-347528,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,67,,,MOUNTAIN,,,,,,1999,1999-09-18 17:00:00.0000000,262,20:30:00.0000000,1,Lightning,1999-09-19 00:00:00.0000000,262.0,23:50:00.0000000,0.1,A,37.73361111,-118.91916667,5,USFS,CA,,,
121260,-118.88444444,37.71916667,121261,122473,FS-347529,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,38,,,CLUSTER,,,,,,1999,1999-08-21 17:00:00.0000000,234,16:05:00.0000000,1,Lightning,1999-08-22 00:00:00.0000000,234.0,19:30:00.0000000,0.2,A,37.71916667,-118.88444444,5,USFS,CA,,,
121261,-119.085,37.6516666700001,121262,122474,FS-347530,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,61,,,JOHNSTON,,,,,,1999,1999-09-12 17:00:00.0000000,256,16:12:00.0000000,4,Campfire,1999-09-14 00:00:00.0000000,257.0,14:17:00.0000000,0.1,A,37.65166667,-119.085,5,USFS,CA,,,
121262,-118.9525,37.6516666700001,121263,122475,FS-347531,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,60,,,BONEYARD,,,,,,1999,1999-09-07 17:00:00.0000000,251,13:30:00.0000000,4,Campfire,1999-09-08 00:00:00.0000000,251.0,14:25:00.0000000,0.1,A,37.65166667,-118.9525,5,USFS,CA,,,
121263,-118.91694444,37.68388889,121264,122476,FS-347532,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,58,,,ANTELOPE,,,,,,1999,1999-09-06 17:00:00.0000000,250,18:00:00.0000000,4,Campfire,1999-09-07 00:00:00.0000000,250.0,19:50:00.0000000,0.1,A,37.68388889,-118.91694444,5,USFS,CA,,,
121264,-119.085,37.56777778,121265,122477,FS-347533,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,56,,1597,JOAQUIN,,,,,,1999,1999-09-01 17:00:00.0000000,245,15:25:00.0000000,4,Campfire,1999-09-02 00:00:00.0000000,245.0,20:13:00.0000000,0.1,A,37.56777778,-119.085,5,USFS,CA,,,
121265,-118.88444444,37.6677777800001,121266,122478,FS-347534,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,51,,,RAIN,,,,,,1999,1999-08-25 17:00:00.0000000,238,17:15:00.0000000,1,Lightning,1999-08-26 00:00:00.0000000,238.0,17:55:00.0000000,0.1,A,37.66777778,-118.88444444,5,USFS,CA,,,
121266,-119.06805556,37.5513888900001,121267,122479,FS-347535,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,28,,,BUTTE,,,,,,1999,1999-08-10 17:00:00.0000000,223,11:25:00.0000000,1,Lightning,1999-08-31 00:00:00.0000000,243.0,13:00:00.0000000,0.1,A,37.55138889,-119.06805556,5,USFS,CA,,,
121267,-118.90138889,37.7002777800001,121268,122480,FS-347536,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,24,,,SMALL,,,,,,1999,1999-08-09 17:00:00.0000000,222,09:18:00.0000000,1,Lightning,1999-08-10 00:00:00.0000000,222.0,10:55:00.0000000,0.1,A,37.70027778,-118.90138889,5,USFS,CA,,,
121268,-118.83361111,37.6841666700001,121269,122481,FS-347537,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,26,,,HOT SPRINGS,,,,,,1999,1999-08-09 17:00:00.0000000,222,14:49:00.0000000,1,Lightning,1999-08-10 00:00:00.0000000,222.0,16:21:00.0000000,0.1,A,37.68416667,-118.83361111,5,USFS,CA,,,
121269,-118.93555556,37.6677777800001,121270,122482,FS-347538,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,22,,,SMOKE,,,,,,1999,1999-08-09 17:00:00.0000000,222,03:30:00.0000000,1,Lightning,1999-08-10 00:00:00.0000000,222.0,13:00:00.0000000,0.1,A,37.66777778,-118.93555556,5,USFS,CA,,,
121270,-118.91861111,37.6677777800001,121271,122483,FS-347539,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,15,,,SNAG,,,,,,1999,1999-07-12 17:00:00.0000000,194,19:00:00.0000000,1,Lightning,1999-07-13 00:00:00.0000000,194.0,21:11:00.0000000,0.1,A,37.66777778,-118.91861111,5,USFS,CA,,,
121271,-118.91694444,37.68388889,121272,122484,FS-347540,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,5,,,ANTELOPE,,,,,,1999,1999-05-29 17:00:00.0000000,150,12:51:00.0000000,4,Campfire,1999-05-30 00:00:00.0000000,150.0,21:33:00.0000000,3.0,B,37.68388889,-118.91694444,5,USFS,CA,,,
121272,-119.10083333,37.6108333300001,121273,122485,FS-347541,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,73,,,SNOW,,,,,,1999,1999-10-17 17:00:00.0000000,291,17:00:00.0000000,4,Campfire,1999-10-21 00:00:00.0000000,294.0,17:01:00.0000000,0.2,A,37.61083333,-119.10083333,5,USFS,CA,,,
121273,-118.33361111,36.3519444400001,121274,122486,FS-347542,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,18,,,VOLCANO,,,,,,1999,1999-07-13 17:00:00.0000000,195,10:50:00.0000000,1,Lightning,1999-07-15 00:00:00.0000000,196.0,17:00:00.0000000,0.1,A,36.35194444,-118.33361111,5,USFS,CA,,,
121274,-118.33583333,36.2508333300001,121275,122487,FS-347543,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,46,,,SIDEHILL,,,,,,1999,1999-08-24 17:00:00.0000000,237,11:30:00.0000000,1,Lightning,1999-08-25 00:00:00.0000000,237.0,12:05:00.0000000,0.1,A,36.25083333,-118.33583333,5,USFS,CA,,,
121275,-118.10194444,36.4355555600001,121276,122488,FS-347544,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,43,,,COTTONWOOD,,,,,,1999,1999-08-23 17:00:00.0000000,236,14:00:00.0000000,1,Lightning,1999-08-24 00:00:00.0000000,236.0,14:35:00.0000000,0.1,A,36.43555556,-118.10194444,5,USFS,CA,,,
121276,-118.08527778,36.06805556,121277,122489,FS-347545,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,50,,,BALL,,,,,,1999,1999-08-25 17:00:00.0000000,238,11:00:00.0000000,1,Lightning,1999-08-26 00:00:00.0000000,238.0,17:00:00.0000000,0.1,A,36.06805556,-118.08527778,5,USFS,CA,,,
121277,-118.25055556,36.7677777800001,121278,122490,FS-347546,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,44,,,PINYON,,,,,,1999,1999-08-23 17:00:00.0000000,236,14:55:00.0000000,1,Lightning,1999-08-24 00:00:00.0000000,236.0,18:00:00.0000000,0.5,B,36.76777778,-118.25055556,5,USFS,CA,,,
121278,-118.71666667,37.78472222,121279,122491,FS-347547,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,36,,,MCGEE,,,,,,1999,1999-08-21 17:00:00.0000000,234,09:15:00.0000000,1,Lightning,1999-08-22 00:00:00.0000000,234.0,22:00:00.0000000,1.0,B,37.78472222,-118.71666667,5,USFS,CA,,,
121279,-118.66722222,37.75166667,121280,122492,FS-347548,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,54,,,CANYON,,,,,,1999,1999-08-27 17:00:00.0000000,240,13:00:00.0000000,1,Lightning,1999-08-30 00:00:00.0000000,242.0,14:06:00.0000000,12.0,C,37.75166667,-118.66722222,5,USFS,CA,,,
121280,-118.31638889,36.93472222,121281,122493,FS-347549,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,1,,,DIVISION,CA-INF-110,Division,CA3693711828819990330,DIVISION,,1999,1999-03-29 16:00:00.0000000,89,00:01:00.0000000,9,Miscellaneous,1999-04-07 00:00:00.0000000,97.0,12:00:00.0000000,2450.0,F,36.93472222,-118.31638889,5,USFS,CA,,,
121281,-118.33527778,37.9511111100001,121282,122494,FS-347550,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,17,,,MONTGOMERY,,,,,,1999,1999-07-17 17:00:00.0000000,199,08:35:00.0000000,9,Miscellaneous,1999-07-18 00:00:00.0000000,199.0,09:40:00.0000000,0.1,A,37.95111111,-118.33527778,5,USFS,NV,,,
121282,-118.92972222,37.8019444400001,121283,122495,FS-347551,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,62,,,WET,,,,,,1999,1999-09-16 17:00:00.0000000,260,18:15:00.0000000,1,Lightning,1999-09-17 00:00:00.0000000,260.0,18:45:00.0000000,0.1,A,37.80194444,-118.92972222,5,USFS,CA,,,
121283,-119.00333333,37.8444444400001,121284,122496,FS-347552,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,63,,,PUMICE,,,,,,1999,1999-09-16 17:00:00.0000000,260,18:40:00.0000000,1,Lightning,1999-09-17 00:00:00.0000000,260.0,19:30:00.0000000,0.3,B,37.84444444,-119.00333333,5,USFS,CA,,,
121284,-119.10916667,37.5725000000001,121285,122497,FS-347553,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,70,,,SUMMIT,,,,,,1999,1999-10-03 17:00:00.0000000,277,12:45:00.0000000,1,Lightning,1999-10-06 00:00:00.0000000,279.0,11:23:00.0000000,2.0,B,37.5725,-119.10916667,5,USFS,CA,,,
121285,-118.29833333,36.35944444,121286,122498,FS-347554,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,31,,,TUNNEL,,,,,,1999,1999-08-17 17:00:00.0000000,230,16:35:00.0000000,9,Miscellaneous,1999-08-20 00:00:00.0000000,232.0,13:00:00.0000000,0.1,A,36.35944444,-118.29833333,5,USFS,CA,,,
121286,-119.11888889,37.6841666700001,121287,122499,FS-347555,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,30,,,SHADOW,,,,,,1999,1999-07-28 17:00:00.0000000,210,19:05:00.0000000,1,Lightning,1999-08-04 00:00:00.0000000,216.0,17:44:00.0000000,0.1,A,37.68416667,-119.11888889,5,USFS,CA,,,
121287,-119.11888889,37.6841666700001,121288,122500,FS-347556,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,71,,,GROUNDED,,,,,,1999,1999-10-13 17:00:00.0000000,287,14:00:00.0000000,4,Campfire,1999-10-15 00:00:00.0000000,288.0,16:30:00.0000000,0.1,A,37.68416667,-119.11888889,5,USFS,CA,,,
121288,-118.54305556,37.8769444400001,121289,122501,FS-347557,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,49,,1400,ANTELOPE 2,,,,,,1999,1999-08-24 17:00:00.0000000,237,18:14:00.0000000,1,Lightning,1999-08-25 00:00:00.0000000,237.0,20:30:00.0000000,0.3,B,37.87694444,-118.54305556,5,USFS,CA,,,
121412,-118.56833333,37.16916667,121413,122625,FS-347683,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,21,,,TYEE,,,,,,1999,1999-08-02 17:00:00.0000000,215,15:44:00.0000000,9,Miscellaneous,1999-08-04 00:00:00.0000000,216.0,13:37:00.0000000,0.1,A,37.16916667,-118.56833333,5,USFS,CA,,,
121413,-118.68388889,37.5025000000001,121414,122626,FS-347684,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,33,,,SAND,,,,,,1999,1999-08-20 17:00:00.0000000,233,20:58:00.0000000,1,Lightning,1999-08-21 00:00:00.0000000,233.0,23:00:00.0000000,0.1,A,37.5025,-118.68388889,5,USFS,CA,,,
121414,-118.40166667,37.1852777800001,121415,122627,FS-347685,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,55,,,SUGARLOAF,,,,,,1999,1999-08-25 17:00:00.0000000,238,21:30:00.0000000,1,Lightning,1999-08-26 00:00:00.0000000,238.0,23:59:00.0000000,0.1,A,37.18527778,-118.40166667,5,USFS,CA,,,
121415,-119.26833333,37.9519444400001,121416,122628,FS-347686,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,59,,,FANTAIL,,,,,,1999,1999-09-07 17:00:00.0000000,251,10:00:00.0000000,1,Lightning,1999-09-08 00:00:00.0000000,251.0,18:15:00.0000000,0.3,B,37.95194444,-119.26833333,5,USFS,CA,,,
121416,-118.23472222,36.23388889,121417,122629,FS-347687,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,52,,,LONG,,,,,,1999,1999-08-25 17:00:00.0000000,238,17:00:00.0000000,1,Lightning,1999-08-27 00:00:00.0000000,239.0,06:00:00.0000000,0.1,A,36.23388889,-118.23472222,5,USFS,CA,,,
131557,-119.11888889,37.93333333,131558,132862,FS-358270,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,6,,,AZUSA,CA-INF-0291,Azusa,,,,2000,2000-05-28 17:00:00.0000000,150,10:17:00.0000000,4,Campfire,2000-06-01 00:00:00.0000000,153.0,06:00:00.0000000,740.0,E,37.93333333,-119.11888889,5,USFS,CA,,,
133403,-119.05111111,37.78416667,133404,134722,FS-360265,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,3,,,BEACH,,,,,,2000,2000-05-12 17:00:00.0000000,134,11:07:00.0000000,4,Campfire,2000-05-13 00:00:00.0000000,134.0,14:48:00.0000000,0.1,A,37.78416667,-119.05111111,5,USFS,CA,,,
133404,-119.085,37.7680555600001,133405,134723,FS-360266,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,53,,1400,GULL,,,,,,2000,2000-08-02 17:00:00.0000000,216,13:38:00.0000000,1,Lightning,2000-08-03 00:00:00.0000000,216.0,15:15:00.0000000,0.1,A,37.76805556,-119.085,5,USFS,CA,,,
133405,-118.98111111,37.6588888900001,133406,134724,FS-360267,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,27,,1676,PARTY,,,,,,2000,2000-07-19 17:00:00.0000000,202,23:30:00.0000000,4,Campfire,2000-07-21 00:00:00.0000000,203.0,01:30:00.0000000,0.1,A,37.65888889,-118.98111111,5,USFS,CA,,,
133406,-119.0675,37.63472222,133407,134725,FS-360268,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,61,,1400,RED CONES,,,,,,2000,2000-08-02 17:00:00.0000000,216,11:00:00.0000000,1,Lightning,2000-08-22 00:00:00.0000000,235.0,12:00:00.0000000,0.2,A,37.63472222,-119.0675,5,USFS,CA,,,
133407,-118.97666667,37.6555555600001,133408,134726,FS-360269,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,63,,1681,LAUNDRY,,,,,,2000,2000-08-10 17:00:00.0000000,224,16:45:00.0000000,3,Smoking,2000-08-11 00:00:00.0000000,224.0,17:45:00.0000000,0.1,A,37.65555556,-118.97666667,5,USFS,CA,,,
133408,-118.99111111,37.65861111,133409,134727,FS-360270,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,64,,1682,TIMES,,,,,,2000,2000-08-11 17:00:00.0000000,225,13:10:00.0000000,7,Arson,2000-08-12 00:00:00.0000000,225.0,15:30:00.0000000,0.1,A,37.65861111,-118.99111111,5,USFS,CA,,,
133409,-118.98916667,37.6691666700001,133410,134728,FS-360271,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,60,,1400,KNOLLS,,,,,,2000,2000-08-03 17:00:00.0000000,217,15:00:00.0000000,1,Lightning,2000-08-04 00:00:00.0000000,217.0,17:30:00.0000000,0.1,A,37.66916667,-118.98916667,5,USFS,CA,,,
133410,-118.94416667,37.62972222,133411,134729,FS-360272,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,81,,1400,CREEK,,,,,,2000,2000-08-27 17:00:00.0000000,241,14:25:00.0000000,1,Lightning,2000-08-28 00:00:00.0000000,241.0,22:00:00.0000000,5.6,B,37.62972222,-118.94416667,5,USFS,CA,,,
133411,-118.90222222,37.8191666700001,133412,134730,FS-360273,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,17,,1400,SANDFLAT,,,,,,2000,2000-06-24 17:00:00.0000000,177,14:20:00.0000000,1,Lightning,2000-06-25 00:00:00.0000000,177.0,16:00:00.0000000,0.5,B,37.81916667,-118.90222222,5,USFS,CA,,,
133412,-118.735,38.06833333,133413,134731,FS-360274,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,18,,1400,COWTRACK,,,,,,2000,2000-06-24 17:00:00.0000000,177,15:00:00.0000000,1,Lightning,2000-06-25 00:00:00.0000000,177.0,21:20:00.0000000,0.1,A,38.06833333,-118.735,5,USFS,CA,,,
133413,-118.83361111,37.83444444,133414,134732,FS-360275,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,19,,1400,CROOKED,,,,,,2000,2000-06-28 17:00:00.0000000,181,16:35:00.0000000,1,Lightning,2000-06-29 00:00:00.0000000,181.0,18:15:00.0000000,0.1,A,37.83444444,-118.83361111,5,USFS,CA,,,
133414,-118.76805556,37.78361111,133415,134733,FS-360276,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,23,,1400,PETE,,,,,,2000,2000-06-30 17:00:00.0000000,183,14:45:00.0000000,1,Lightning,2000-07-03 00:00:00.0000000,185.0,14:00:00.0000000,1.0,B,37.78361111,-118.76805556,5,USFS,CA,,,
133415,-119.07527778,37.7880555600001,133416,134734,FS-360277,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,49,,1400,JUNE,,,,,,2000,2000-08-02 17:00:00.0000000,216,07:00:00.0000000,1,Lightning,2000-08-04 00:00:00.0000000,217.0,10:10:00.0000000,0.1,A,37.78805556,-119.07527778,5,USFS,CA,,,
133416,-118.98138889,37.75527778,133417,134735,FS-360278,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,50,,1400,CRESTVIEW,,,,,,2000,2000-08-02 17:00:00.0000000,216,09:43:00.0000000,1,Lightning,2000-08-03 00:00:00.0000000,216.0,16:00:00.0000000,0.1,A,37.75527778,-118.98138889,5,USFS,CA,,,
133417,-118.93027778,37.88805556,133418,134736,FS-360279,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,54,,1400,MILLS,,,,,,2000,2000-08-02 17:00:00.0000000,216,13:08:00.0000000,1,Lightning,2000-08-05 00:00:00.0000000,218.0,13:20:00.0000000,2.0,B,37.88805556,-118.93027778,5,USFS,CA,,,
133418,-118.96694444,37.81527778,133419,134737,FS-360280,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,55,,1400,EAST CRATER,,,,,,2000,2000-08-02 17:00:00.0000000,216,13:00:00.0000000,1,Lightning,2000-08-04 00:00:00.0000000,217.0,18:30:00.0000000,1.0,B,37.81527778,-118.96694444,5,USFS,CA,,,
133419,-119.16777778,37.9344444400001,133420,134738,FS-360281,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,51,,1400,DOME 2,,,,,,2000,2000-08-02 17:00:00.0000000,216,09:32:00.0000000,1,Lightning,2000-08-04 00:00:00.0000000,217.0,15:00:00.0000000,0.2,A,37.93444444,-119.16777778,5,USFS,CA,,,
133420,-118.59472222,37.33416667,133421,134739,FS-360282,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,1,,1664,VEHICLE 1,,,,,,2000,2000-01-08 16:00:00.0000000,9,01:05:00.0000000,9,Miscellaneous,2000-01-09 00:00:00.0000000,9.0,01:30:00.0000000,0.1,A,37.33416667,-118.59472222,5,USFS,CA,,,
133421,-118.18361111,37.23555556,133422,134740,FS-360283,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,2,,1665,WESTGARD,,,,,,2000,2000-03-23 16:00:00.0000000,84,13:35:00.0000000,9,Miscellaneous,2000-03-24 00:00:00.0000000,84.0,15:30:00.0000000,0.5,B,37.23555556,-118.18361111,5,USFS,CA,,,
133422,-118.67027778,37.5508333300001,133423,134742,FS-360285,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,12,,1672,SUBARU,,,,,,2000,2000-06-23 17:00:00.0000000,176,17:33:00.0000000,9,Miscellaneous,2000-06-24 00:00:00.0000000,176.0,17:50:00.0000000,0.1,A,37.55083333,-118.67027778,5,USFS,CA,,,
133423,-118.18444444,37.58444444,133424,134743,FS-360286,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,13,,1400,LOAN,,,,,,2000,2000-06-23 17:00:00.0000000,176,13:00:00.0000000,1,Lightning,2000-06-24 00:00:00.0000000,176.0,17:00:00.0000000,0.1,A,37.58444444,-118.18444444,5,USFS,CA,,,
133424,-118.61194444,37.52888889,133425,134744,FS-360287,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,20,,1673,BUG,,,,,,2000,2000-06-28 17:00:00.0000000,181,19:05:00.0000000,9,Miscellaneous,2000-06-29 00:00:00.0000000,181.0,19:30:00.0000000,0.1,A,37.52888889,-118.61194444,5,USFS,CA,,,
133425,-118.6675,37.4566666699999,133426,134745,FS-360288,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,24,,1400,HOT TUB,,,,,,2000,2000-06-21 17:00:00.0000000,174,02:30:00.0000000,1,Lightning,2000-06-23 00:00:00.0000000,175.0,10:00:00.0000000,0.1,A,37.45666667,-118.6675,5,USFS,CA,,,
133426,-118.81666667,37.5797222200001,133427,134746,FS-360289,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,30,,1400,GLADE,,,,,,2000,2000-08-02 17:00:00.0000000,216,11:40:00.0000000,1,Lightning,2000-08-03 00:00:00.0000000,216.0,14:40:00.0000000,0.1,A,37.57972222,-118.81666667,5,USFS,CA,,,
133427,-118.73361111,37.5175,133428,134747,FS-360290,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,32,,1400,GOOD,,,,,,2000,2000-08-02 17:00:00.0000000,216,09:50:00.0000000,1,Lightning,2000-08-03 00:00:00.0000000,216.0,10:30:00.0000000,0.1,A,37.5175,-118.73361111,5,USFS,CA,,,
133428,-118.63194444,37.4997222200001,133429,134748,FS-360291,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,33,,1400,GROVE,,,,,,2000,2000-08-02 17:00:00.0000000,216,10:00:00.0000000,1,Lightning,2000-08-03 00:00:00.0000000,216.0,13:00:00.0000000,0.1,A,37.49972222,-118.63194444,5,USFS,CA,,,
133429,-118.18472222,37.25222222,133430,134749,FS-360292,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,34,,1400,GRADE,,,,,,2000,2000-08-02 17:00:00.0000000,216,14:30:00.0000000,1,Lightning,2000-08-03 00:00:00.0000000,216.0,16:00:00.0000000,0.1,A,37.25222222,-118.18472222,5,USFS,CA,,,
133430,-118.65416667,37.56861111,133431,134750,FS-360293,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,35,,1400,GORGE,,,,,,2000,2000-08-02 17:00:00.0000000,216,13:15:00.0000000,1,Lightning,2000-08-03 00:00:00.0000000,216.0,14:30:00.0000000,0.1,A,37.56861111,-118.65416667,5,USFS,CA,,,
133431,-118.17638889,37.355,133432,134751,FS-360294,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,47,,1400,GRANDVIEW,,,,,,2000,2000-08-02 17:00:00.0000000,216,08:20:00.0000000,1,Lightning,2000-08-03 00:00:00.0000000,216.0,11:00:00.0000000,0.1,A,37.355,-118.17638889,5,USFS,CA,,,
133432,-118.28666667,37.58611111,133433,134752,FS-360295,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,56,,1400,GREAT,,,,,,2000,2000-08-03 17:00:00.0000000,217,09:30:00.0000000,1,Lightning,2000-08-04 00:00:00.0000000,217.0,11:00:00.0000000,0.1,A,37.58611111,-118.28666667,5,USFS,CA,,,
133433,-118.65083333,37.23694444,133434,134753,FS-360296,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,65,,1400,PAUITE,,,,,,2000,2000-08-12 17:00:00.0000000,226,09:00:00.0000000,4,Campfire,2000-08-13 00:00:00.0000000,226.0,18:00:00.0000000,0.1,A,37.23694444,-118.65083333,5,USFS,CA,,,
133434,-118.15138889,37.38333333,133435,134754,FS-360297,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,67,,1400,GOAT,,,,,,2000,2000-08-02 17:00:00.0000000,216,13:00:00.0000000,1,Lightning,2000-08-03 00:00:00.0000000,216.0,20:00:00.0000000,0.1,A,37.38333333,-118.15138889,5,USFS,CA,,,
133435,-118.13444444,37.45111111,133436,134755,FS-360298,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,68,,1400,WATER,,,,,,2000,2000-08-03 17:00:00.0000000,217,12:00:00.0000000,1,Lightning,2000-08-04 00:00:00.0000000,217.0,15:00:00.0000000,0.1,A,37.45111111,-118.13444444,5,USFS,CA,,,
133436,-118.78444444,37.5,133437,134756,FS-360299,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,69,,1400,GOODBYE,,,,,,2000,2000-08-05 17:00:00.0000000,219,11:00:00.0000000,1,Lightning,2000-08-06 00:00:00.0000000,219.0,13:00:00.0000000,0.1,A,37.5,-118.78444444,5,USFS,CA,,,
